"","sample","Family_ncbi","Order_ncbi","reads","Method","Island","Year","ID","Date.Collected","Size","Extract..Date","Sterilized","Source"
"394","HEV76","Neptuculidae","Lepidoptera",19,"Hand","Leslie 13",2016,"Heteropoda venatoria","",16.2,"10/23/18","SS","FIELD"
"395","HEV76","Oecophoridae","Lepidoptera",0,"Hand","Leslie 13",2016,"Heteropoda venatoria","",16.2,"10/23/18","SS","FIELD"
"396","HEV76","Pholcidae","Araneae",0,"Hand","Leslie 13",2016,"Heteropoda venatoria","",16.2,"10/23/18","SS","FIELD"
"397","HEV76","Platystomatidae","Diptera",0,"Hand","Leslie 13",2016,"Heteropoda venatoria","",16.2,"10/23/18","SS","FIELD"
"398","HEV76","Salticidae","Araneae",0,"Hand","Leslie 13",2016,"Heteropoda venatoria","",16.2,"10/23/18","SS","FIELD"
"399","HEV76","Tettigoniidae","Orthoptera",0,"Hand","Leslie 13",2016,"Heteropoda venatoria","",16.2,"10/23/18","SS","FIELD"
"400","HEV76","Xiphydriidae","Hymenoptera",0,"Hand","Leslie 13",2016,"Heteropoda venatoria","",16.2,"10/23/18","SS","FIELD"
"401","HEV79","Acrididae","Orthoptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"402","HEV79","Anisolabididae","Dermaptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"403","HEV79","Blaberidae","Blattodea",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"404","HEV79","Blattidae","Blattodea",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"405","HEV79","Bombyliidae","Diptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"406","HEV79","Buthidae","Scorpiones",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"407","HEV79","Chironomidae","Diptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"408","HEV79","Culicidae","Diptera",13,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"409","HEV79","Ectobiidae","Blattodea",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"410","HEV79","Libellulidae","Odonata",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"411","HEV79","Limoniidae","Diptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"412","HEV79","Mecistocephalidae","Geophilomorpha",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"413","HEV79","Mogoplistidae","Orthoptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"414","HEV79","Neptuculidae","Lepidoptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"415","HEV79","Oecophoridae","Lepidoptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"416","HEV79","Pholcidae","Araneae",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"417","HEV79","Platystomatidae","Diptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"418","HEV79","Salticidae","Araneae",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"419","HEV79","Tettigoniidae","Orthoptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"420","HEV79","Xiphydriidae","Hymenoptera",0,"Hand","Fern 6",2016,"Heteropoda venatoria","",18.4,"10/23/18","NS","FIELD"
"421","HEV81","Acrididae","Orthoptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"422","HEV81","Anisolabididae","Dermaptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"423","HEV81","Blaberidae","Blattodea",286,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"424","HEV81","Blattidae","Blattodea",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"425","HEV81","Bombyliidae","Diptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"426","HEV81","Buthidae","Scorpiones",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"427","HEV81","Chironomidae","Diptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"428","HEV81","Culicidae","Diptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"429","HEV81","Ectobiidae","Blattodea",16,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"430","HEV81","Libellulidae","Odonata",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"431","HEV81","Limoniidae","Diptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"432","HEV81","Mecistocephalidae","Geophilomorpha",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"433","HEV81","Mogoplistidae","Orthoptera",3,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"434","HEV81","Neptuculidae","Lepidoptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"435","HEV81","Oecophoridae","Lepidoptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"436","HEV81","Pholcidae","Araneae",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"437","HEV81","Platystomatidae","Diptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"438","HEV81","Salticidae","Araneae",90,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"439","HEV81","Tettigoniidae","Orthoptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"440","HEV81","Xiphydriidae","Hymenoptera",0,"Hand","Leslie 6",2016,"Heteropoda venatoria","",16,"10/23/18","NS","FIELD"
"441","HEV82","Acrididae","Orthoptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"442","HEV82","Anisolabididae","Dermaptera",1,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"443","HEV82","Blaberidae","Blattodea",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"444","HEV82","Blattidae","Blattodea",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"445","HEV82","Bombyliidae","Diptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"446","HEV82","Buthidae","Scorpiones",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"447","HEV82","Chironomidae","Diptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"448","HEV82","Culicidae","Diptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"449","HEV82","Ectobiidae","Blattodea",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"450","HEV82","Libellulidae","Odonata",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"451","HEV82","Limoniidae","Diptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"452","HEV82","Mecistocephalidae","Geophilomorpha",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"453","HEV82","Mogoplistidae","Orthoptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"454","HEV82","Neptuculidae","Lepidoptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"455","HEV82","Oecophoridae","Lepidoptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"456","HEV82","Pholcidae","Araneae",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"457","HEV82","Platystomatidae","Diptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"458","HEV82","Salticidae","Araneae",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"459","HEV82","Tettigoniidae","Orthoptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"460","HEV82","Xiphydriidae","Hymenoptera",0,"Hand","Leslie 5",2016,"Heteropoda venatoria","",15.6,"10/23/18","NS","FIELD"
"461","HEV83","Acrididae","Orthoptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"462","HEV83","Anisolabididae","Dermaptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"463","HEV83","Blaberidae","Blattodea",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"464","HEV83","Blattidae","Blattodea",4,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"465","HEV83","Bombyliidae","Diptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"466","HEV83","Buthidae","Scorpiones",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"467","HEV83","Chironomidae","Diptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"468","HEV83","Culicidae","Diptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"469","HEV83","Ectobiidae","Blattodea",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"470","HEV83","Libellulidae","Odonata",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"471","HEV83","Limoniidae","Diptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"472","HEV83","Mecistocephalidae","Geophilomorpha",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"473","HEV83","Mogoplistidae","Orthoptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"474","HEV83","Neptuculidae","Lepidoptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"475","HEV83","Oecophoridae","Lepidoptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"476","HEV83","Pholcidae","Araneae",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"477","HEV83","Platystomatidae","Diptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"478","HEV83","Salticidae","Araneae",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"479","HEV83","Tettigoniidae","Orthoptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"480","HEV83","Xiphydriidae","Hymenoptera",0,"Hand","Leslie 2",2016,"Heteropoda venatoria","",21.3,"10/23/18","NS","FIELD"
"481","HEV87","Acrididae","Orthoptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"482","HEV87","Anisolabididae","Dermaptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"483","HEV87","Blaberidae","Blattodea",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"484","HEV87","Blattidae","Blattodea",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"485","HEV87","Bombyliidae","Diptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"486","HEV87","Buthidae","Scorpiones",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"487","HEV87","Chironomidae","Diptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"488","HEV87","Culicidae","Diptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"489","HEV87","Ectobiidae","Blattodea",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"490","HEV87","Libellulidae","Odonata",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"491","HEV87","Limoniidae","Diptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"492","HEV87","Mecistocephalidae","Geophilomorpha",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"493","HEV87","Mogoplistidae","Orthoptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"494","HEV87","Neptuculidae","Lepidoptera",18,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"495","HEV87","Oecophoridae","Lepidoptera",48,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"496","HEV87","Pholcidae","Araneae",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"497","HEV87","Platystomatidae","Diptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"498","HEV87","Salticidae","Araneae",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"499","HEV87","Tettigoniidae","Orthoptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"500","HEV87","Xiphydriidae","Hymenoptera",0,"Hand","Leslie 8",2016,"Heteropoda venatoria","",16.3,"10/23/18","NS","FIELD"
"501","HEV88","Acrididae","Orthoptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"502","HEV88","Anisolabididae","Dermaptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"503","HEV88","Blaberidae","Blattodea",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"504","HEV88","Blattidae","Blattodea",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"505","HEV88","Bombyliidae","Diptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"506","HEV88","Buthidae","Scorpiones",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"507","HEV88","Chironomidae","Diptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"508","HEV88","Culicidae","Diptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"509","HEV88","Ectobiidae","Blattodea",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"510","HEV88","Libellulidae","Odonata",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"511","HEV88","Limoniidae","Diptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"512","HEV88","Mecistocephalidae","Geophilomorpha",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"513","HEV88","Mogoplistidae","Orthoptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"514","HEV88","Neptuculidae","Lepidoptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"515","HEV88","Oecophoridae","Lepidoptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"516","HEV88","Pholcidae","Araneae",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"517","HEV88","Platystomatidae","Diptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"518","HEV88","Salticidae","Araneae",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"519","HEV88","Tettigoniidae","Orthoptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"520","HEV88","Xiphydriidae","Hymenoptera",0,"Hand","Leslie 4",2016,"Heteropoda venatoria","",20.1,"10/23/18","NS","FIELD"
"521","HEV89","Acrididae","Orthoptera",1,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"522","HEV89","Anisolabididae","Dermaptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"523","HEV89","Blaberidae","Blattodea",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"524","HEV89","Blattidae","Blattodea",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"525","HEV89","Bombyliidae","Diptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"526","HEV89","Buthidae","Scorpiones",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"527","HEV89","Chironomidae","Diptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"528","HEV89","Culicidae","Diptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"529","HEV89","Ectobiidae","Blattodea",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"530","HEV89","Libellulidae","Odonata",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"531","HEV89","Limoniidae","Diptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"532","HEV89","Mecistocephalidae","Geophilomorpha",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"533","HEV89","Mogoplistidae","Orthoptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"534","HEV89","Neptuculidae","Lepidoptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"535","HEV89","Oecophoridae","Lepidoptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"536","HEV89","Pholcidae","Araneae",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"537","HEV89","Platystomatidae","Diptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"538","HEV89","Salticidae","Araneae",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"539","HEV89","Tettigoniidae","Orthoptera",3,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"540","HEV89","Xiphydriidae","Hymenoptera",0,"Hand","Leslie 1",2016,"Heteropoda venatoria","",23.8,"10/23/18","NS","FIELD"
"541","HEV90","Acrididae","Orthoptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"542","HEV90","Anisolabididae","Dermaptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"543","HEV90","Blaberidae","Blattodea",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"544","HEV90","Blattidae","Blattodea",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"545","HEV90","Bombyliidae","Diptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"546","HEV90","Buthidae","Scorpiones",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"547","HEV90","Chironomidae","Diptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"548","HEV90","Culicidae","Diptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"549","HEV90","Ectobiidae","Blattodea",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"550","HEV90","Libellulidae","Odonata",5,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"551","HEV90","Limoniidae","Diptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"552","HEV90","Mecistocephalidae","Geophilomorpha",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"553","HEV90","Mogoplistidae","Orthoptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"554","HEV90","Neptuculidae","Lepidoptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"555","HEV90","Oecophoridae","Lepidoptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"556","HEV90","Pholcidae","Araneae",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"557","HEV90","Platystomatidae","Diptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"558","HEV90","Salticidae","Araneae",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"559","HEV90","Tettigoniidae","Orthoptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"560","HEV90","Xiphydriidae","Hymenoptera",0,"Hand","East 1",2015,"Heteropoda venatoria","",14.1,"10/28/19","SS","FIELD"
"561","HEV91","Acrididae","Orthoptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"562","HEV91","Anisolabididae","Dermaptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"563","HEV91","Blaberidae","Blattodea",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"564","HEV91","Blattidae","Blattodea",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"565","HEV91","Bombyliidae","Diptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"566","HEV91","Buthidae","Scorpiones",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"567","HEV91","Chironomidae","Diptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"568","HEV91","Culicidae","Diptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"569","HEV91","Ectobiidae","Blattodea",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"570","HEV91","Libellulidae","Odonata",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"571","HEV91","Limoniidae","Diptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"572","HEV91","Mecistocephalidae","Geophilomorpha",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"573","HEV91","Mogoplistidae","Orthoptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"574","HEV91","Neptuculidae","Lepidoptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"575","HEV91","Oecophoridae","Lepidoptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"576","HEV91","Pholcidae","Araneae",1,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"577","HEV91","Platystomatidae","Diptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"578","HEV91","Salticidae","Araneae",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"579","HEV91","Tettigoniidae","Orthoptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"580","HEV91","Xiphydriidae","Hymenoptera",0,"Hand","East 2",2015,"Heteropoda venatoria","",17.5,"10/28/19","SS","FIELD"
"581","HEV92","Acrididae","Orthoptera",0,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"582","HEV92","Anisolabididae","Dermaptera",2165,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"583","HEV92","Blaberidae","Blattodea",285,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"584","HEV92","Blattidae","Blattodea",0,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"585","HEV92","Bombyliidae","Diptera",0,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"586","HEV92","Buthidae","Scorpiones",0,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"587","HEV92","Chironomidae","Diptera",0,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"588","HEV92","Culicidae","Diptera",0,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"589","HEV92","Ectobiidae","Blattodea",0,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
"590","HEV92","Libellulidae","Odonata",0,"Hand","East 3",2015,"Heteropoda venatoria","",20.5,"10/28/19","SS","FIELD"
